0.465558195	0.443850267	0.493333333	0.56	0.494382022	0.404761905	0.46031746	0.44137931	0.539130435	0.4	0.375249501	0.5	0.396475771	0.393333333	0.44279661	0.441666667	0.415770609	0.433333333	0.238095238	0.448484848	1	0.535629454	0.561497326	0.52	0.453333333	0.511235955	0.597883598	0.555555556	0.565517241	0.469565217	0.603030303	0.626746507	0.52173913	0.607929515	0.613333333	0.559322034	0.5625	0.58781362	0.6	0.80952381	0.554545455	1
0.280701754	0.412742382	0.536082474	0.25	0.369565217	0.29	0.3125	0.421875	0.415929204	0.382352941	0.230031949	0.529411765	0.363128492	0.329268293	0.363636364	0.3	0.279569892	0.351648352	0.304347826	0.320158103	1	0.728070175	0.588180979	0.474226804	0.785714286	0.652173913	0.713333333	0.697916667	0.59375	0.592920354	0.625	0.773162939	0.529411765	0.642458101	0.682926829	0.640909091	0.716666667	0.731182796	0.653846154	0.739130435	0.681818182	1
0.391304348	0.43902439	0.342965779	0.333333333	0.510638298	0.396103896	0.396624473	0.248920863	0.52173913	0.4	0.269918699	0.216216216	0.361445783	0.3	0.274509804	0.525423729	0.309433962	0.228571429	0.25	0.258823529	1	0.615942029	0.573170732	0.657794677	0.833333333	0.510638298	0.61038961	0.607594937	0.752517986	0.52173913	0.64	0.731707317	0.810810811	0.644578313	0.75	0.735294118	0.491525424	0.694339623	0.8	0.833333333	0.752941176	1
0.486111111	0.311111111	0.4	0.503649635	0.590909091	0.23880597	0.705882353	0.826086957	0.410526316	0.475609756	0.20657277	0.545454545	0.412698413	0.368421053	0.594059406	0.566666667	0.375	0.470588235	0.4	0.393782383	1	0.527777778	0.711111111	0.7	0.5	0.454545455	0.768656716	0.352941176	0.217391304	0.6	0.536585366	0.798122066	0.545454545	0.603174603	0.649122807	0.409240924	0.466666667	0.65	0.588235294	0.7	0.611398964	1
0.61	0.640625	0.173076923	0.352941176	0.583549784	0.511312217	0.275	0.468965517	0.58490566	0.361842105	0.442307692	0.581632653	0.716981132	0.681818182	0.523809524	0.556291391	0.373563218	0.568181818	0.25	0.614785992	1	0.4	0.3671875	0.836538462	0.705882353	0.417316017	0.49321267	0.7375	0.537931034	0.433962264	0.644736842	0.5625	0.428571429	0.301886792	0.324675325	0.479591837	0.447019868	0.632183908	0.454545455	1	0.389105058	0.5
0.381889764	0.384223919	0.279411765	0.42	0.323809524	0.3896	0.36	0.434343434	0.515337423	0.352941176	0.202205882	0.25	0.409836066	0.298245614	0.433663366	0.490566038	0.34057971	0.294871795	0.5625	0.406290957	1	0.622047244	0.618320611	0.735294118	0.6	0.685714286	0.6112	0.653333333	0.575757576	0.490797546	0.655462185	0.799632353	0.8	0.595628415	0.710526316	0.568316832	0.518867925	0.666666667	0.717948718	0.5	0.595019659	1
0.475862069	0.366666667	0.303867403	0.473684211	0.526315789	0.283018868	0.444929117	0.390374332	0.32	0.369863014	0.210280374	0.395348837	0.326797386	0.3	0.367521368	0.6	0.407960199	0.230769231	0.4375	0.382978723	1	0.531034483	0.641666667	0.701657459	0.578947368	0.49122807	0.72327044	0.556161396	0.614973262	0.72	0.643835616	0.792056075	0.627906977	0.679738562	0.733333333	0.641025641	0.413333333	0.597014925	0.846153846	0.625	0.622340426	1
0.408163265	0.381974249	0.360248447	0.523809524	0.426512968	0.247104247	0.361764706	0.507022472	0.785714286	0.462025316	0.314316469	0.411764706	0.369477912	0.3	0.402298851	0.556603774	0.422566372	0.333333333	0.25	0.445714286	1	0.598639456	0.622317597	0.641304348	0.523809524	0.576368876	0.756756757	0.641176471	0.493445693	0.238095238	0.544303797	0.686759957	0.6	0.634538153	0.72	0.603448276	0.448113208	0.579646018	0.69047619	0.875	0.56	0.5
0.458333333	0.336633663	0.272727273	0.233333333	0.35	0.268041237	0.576923077	0.454545455	0.421404682	0.3125	0.056872038	0.363636364	0.53968254	0.260273973	0.366515837	0.2	0.434782609	0.363636364	0.5	0.557835821	1	0.5625	0.673267327	0.818181818	0.8	0.7	0.737113402	0.461538462	0.590909091	0.581939799	0.71875	0.94549763	0.727272727	0.476190476	0.753424658	0.63800905	0.866666667	0.608695652	0.681818182	0.75	0.444029851	1
0.326086957	0.408510638	0.129032258	0.553191489	0.432786885	0.390186916	0.361702128	0.529411765	0.483333333	0.52603707	0.198391421	0.478873239	0.421052632	0.43989071	0.450807636	0.506437768	0.463276836	0.444444444	0.266666667	0.38209607	0.333333333	0.67826087	0.595744681	0.903225806	0.457446809	0.570491803	0.612149533	0.659574468	0.478991597	0.525	0.474845543	0.804289544	0.535211268	0.592105263	0.56284153	0.550660793	0.497854077	0.542372881	0.565656566	0.8	0.620087336	1
0.430420712	0.325203252	0.282894737	0.35	0.477419355	0.264227642	0.379310345	0.260869565	0.413333333	0.353932584	0.389800703	0.617283951	0.299043062	0.330708661	0.401515152	0.335135135	0.2909699	0.336448598	0.36	0.398496241	1	0.572815534	0.677506775	0.720394737	0.675	0.529032258	0.737804878	0.626436782	0.742236025	0.6	0.651685393	0.610785463	0.395061728	0.703349282	0.677165354	0.601010101	0.67027027	0.712374582	0.672897196	0.68	0.604010025	1
0.666666667	0.489361702	0.289473684	0.272727273	0.444444444	0.383333333	0.392156863	0.25	0.307692308	0.510638298	0.532608696	0.5875	0.5625	0.476190476	0.636986301	0.576271186	0.486842105	0.375	0.666666667	0.444444444	0.5	0.361111111	0.531914894	0.736842105	0.818181818	0.562962963	0.633333333	0.62745098	0.761363636	0.769230769	0.5	0.47826087	0.41875	0.458333333	0.571428571	0.369863014	0.43220339	0.526315789	0.6875	0.666666667	0.569444444	1
0.455445545	0.384364821	0.417525773	0.515151515	0.507462687	0.457971014	0.450617284	0.296969697	0.502824859	0.323076923	0.369369369	0.296296296	0.381153305	0.315217391	0.498607242	0.470588235	0.459770115	0.463157895	0.333333333	0.544502618	1	0.54950495	0.618892508	0.587628866	0.5	0.507462687	0.544927536	0.555555556	0.709090909	0.502824859	0.684615385	0.632882883	0.740740741	0.620253165	0.695652174	0.504178273	0.537815126	0.545977011	0.547368421	0.696969697	0.457242583	1
0.5	0.420689655	0.6	0.417721519	0.436170213	0.351190476	0.342857143	0.409090909	0.471264368	0.474576271	0.306722689	0.45	0.452830189	0.584880637	0.460559796	0.352517986	0.4	0.5	0.428571429	0.392857143	0.666666667	0.50625	0.586206897	0.5	0.594936709	0.574468085	0.651785714	0.685714286	0.613636364	0.540229885	0.529661017	0.697478992	0.6	0.556603774	0.416445623	0.541984733	0.654676259	0.61	0.526315789	0.595238095	0.610714286	0.666666667
0.402810304	0.406735751	0.407894737	0.415841584	0.45035461	0.305699482	0.428571429	0.406060606	0.383495146	0.514071295	0.179245283	0.444444444	0.399399399	0.386363636	0.461994809	0.42192691	0.330555556	0.41221374	0.380952381	0.403880071	1	0.599531616	0.595854922	0.605263158	0.589108911	0.553191489	0.695595855	0.578947368	0.6	0.618932039	0.487804878	0.82161235	0.569444444	0.603603604	0.616477273	0.538375973	0.581395349	0.672222222	0.595419847	0.666666667	0.597001764	1
0.528888889	0.396475771	0.301886792	0.471698113	0.412921348	0.28440367	0.390909091	0.398496241	0.364864865	0.426791277	0.33819242	0.529411765	0.38	0.488151659	0.405594406	0.618274583	0.408963585	0.347826087	0.333333333	0.384401114	1	0.475555556	0.607929515	0.716981132	0.547169811	0.58988764	0.718654434	0.618181818	0.609022556	0.648648649	0.576323988	0.664723032	0.480392157	0.63	0.516587678	0.596736597	0.382189239	0.593837535	0.673913043	0.714285714	0.618384401	1
0.352024922	0.44017094	0.40625	0.518518519	0.426056338	0.334231806	0.368421053	0.317460317	0.516666667	0.343558282	0.340329835	0.4125	0.305263158	0.356060606	0.435616438	0.362880886	0.399559714	0.464285714	0.421052632	0.402402402	1	0.651090343	0.564102564	0.598214286	0.518518519	0.577464789	0.668463612	0.636842105	0.685185185	0.5	0.662576687	0.661169415	0.6	0.7	0.651515152	0.567123288	0.639889197	0.600990644	0.553571429	0.631578947	0.600600601	1
0.290322581	0.412162162	0.1	0.5	0.428571429	0.413793103	0.52173913	0.366666667	0.452380952	0.285714286	0.25	0.4	0.320987654	0.1875	0.377777778	0.458333333	0.344827586	0.417040359	0.4375	0.347107438	1	0.741935484	0.594594595	0.95	0.666666667	0.714285714	0.594827586	0.52173913	0.666666667	0.571428571	0.785714286	0.764705882	0.8	0.691358025	0.875	0.644444444	0.583333333	0.672413793	0.587443946	0.625	0.661157025	1
0.454545455	0.416666667	0.727272727	1	0.333333333	0.32	0.764705882	0.75	0.333333333	0.272727273	0.206896552	1	0.731707317	0.142857143	0.619047619	0.5	0.428571429	0.307692308	0.465517241	0.244897959	1	0.636363636	0.611111111	0.363636364	1	1	0.72	0.294117647	0.333333333	1	0.818181818	0.810344828	1	0.292682927	1	0.428571429	0.75	0.714285714	0.769230769	0.543103448	0.775510204	1
0.452380952	0.394891945	0.289156627	0.395604396	0.25	0.358108108	0.260869565	0.305084746	0.598086124	0.4	0.170948617	0.230769231	0.401734104	0.236180905	0.380165289	0.328671329	0.421052632	0.282608696	0.526315789	0.483026188	0.5	0.552380952	0.607072692	0.722891566	0.615384615	0.767857143	0.643243243	0.747826087	0.700564972	0.40430622	0.608695652	0.830039526	0.807692308	0.601156069	0.768844221	0.621212121	0.678321678	0.584210526	0.724637681	0.5	0.517458778	1
1	1	1	1	1	1	0.5	0.166666667	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	0.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1
