0.453473413	0.412858661	0.546955403	0.587672689
0.54153269	0.440332861	0.459003215	0.560021246
0.772327965	0.548335467	0.228160078	0.452304738
0.312832643	0.288349515	0.688350089	0.712621359
0.400107411	0.375243148	0.600429646	0.625110522
0.365120446	0.450773678	0.635277722	0.5495664
0.604732971	0.616416309	0.39590662	0.384120172
0.61385398	0.491266777	0.386445242	0.509100938
0.208081746	0.209101725	0.79284719	0.791493159
0.287881661	0.222242185	0.712497629	0.77811714
0.528904087	0.457029309	0.471421593	0.543301871
0.496937213	0.446732955	0.504594181	0.5546875
0.578923564	0.483834755	0.42152872	0.516614279
0.429776974	0.286222855	0.570825799	0.714489142
0.295118269	0.276327966	0.70508304	0.723857116
0.308206585	0.37803838	0.692127695	0.62238806
0.464491363	0.493114868	0.535828535	0.507233746
0.467411546	0.439245283	0.534450652	0.561509434
0.386416862	0.373036649	0.618266979	0.629581152
0.408135593	0.319362289	0.592135593	0.68075038
1.111111111	0.2	0.111111111	1
