0.387435678	0.372741764	0.374785592	0.365302869	0.515651801	0.497343252	0.466981132	0.482465462	0.923885077	0.958820404	0.627358491	0.629649309	0.612993139	0.627789586	0.625643225	0.63522848	0.484777015	0.503188098	0.533447684	0.518065887	0.076543739	0.041710946	0.373070326	0.37088204
0.372454448	0.385092068	0.353161844	0.37871813	0.508306538	0.528859773	0.454448017	0.40881728	0.921757771	0.950956091	0.640675241	0.61065864	0.628081458	0.61526204	0.647374062	0.621635977	0.492229368	0.471494334	0.546087889	0.591536827	0.078778135	0.049398017	0.359860665	0.389695467
0.302098585	0.405889885	0.298438263	0.40268886	0.387994143	0.405569782	0.58272328	0.557298335	0.938994632	0.96318822	0.669350903	0.592509603	0.698389458	0.59475032	0.70204978	0.597951344	0.612493899	0.595070423	0.417764763	0.443341869	0.061493411	0.037451985	0.33113714	0.408130602
0.351862803	0.42961165	0.343583678	0.436893204	0.419869899	0.481553398	0.473684211	0.468446602	0.936723832	0.985436893	0.643997635	0.623300971	0.649319929	0.571359223	0.657599054	0.56407767	0.581312833	0.519417476	0.527498522	0.532524272	0.0644589	0.015533981	0.357185098	0.377669903
0.33216971	0.3244916	0.315520945	0.312997347	0.406283566	0.477453581	0.489795918	0.472325376	0.98254565	0.983908046	0.624865736	0.699557913	0.668367347	0.675862069	0.685016112	0.687356322	0.594253491	0.522900088	0.510741139	0.528028294	0.017991407	0.016445623	0.375671321	0.300795756
0.358948835	0.339228022	0.353175393	0.342968883	0.483376468	0.472878762	0.472825005	0.46369665	0.965359347	0.974494134	0.653792554	0.640877402	0.641449333	0.661112056	0.647222775	0.657371195	0.5170217	0.527461316	0.527573163	0.536643428	0.035038821	0.025845945	0.346605614	0.359462676
0.402302526	0.31223176	0.397505596	0.301770386	0.509433962	0.428648069	0.453149984	0.516094421	0.916853214	0.953862661	0.60345379	0.676233906	0.598337064	0.688304721	0.603133994	0.698766094	0.491205628	0.571888412	0.547489607	0.48444206	0.083786377	0.04667382	0.397185801	0.324302575
0.316427289	0.288288288	0.311041293	0.284978856	0.42010772	0.413495128	0.520047876	0.570876999	0.952872531	0.974259974	0.666517056	0.695716124	0.683871933	0.712079426	0.689257929	0.715388858	0.580191502	0.586872587	0.480251346	0.429490715	0.047426691	0.02610774	0.333782166	0.30465159
0.411054343	0.402439024	0.396655829	0.405710886	0.460752438	0.499107674	0.447747329	0.41225461	0.958662332	0.9553837	0.592661403	0.613325402	0.589874594	0.59815586	0.604273107	0.594883998	0.540176498	0.50148721	0.553181607	0.588340274	0.042266605	0.045211184	0.408267534	0.387269482
0.372084203	0.333453108	0.355774701	0.329320877	0.495164043	0.4662235	0.518300778	0.523176428	0.975915039	0.992094862	0.605347999	0.634746676	0.628295088	0.666906216	0.644604589	0.671038448	0.505215247	0.534135825	0.482078513	0.477182896	0.024464252	0.008264463	0.395031291	0.365612648
0.361993161	0.338797814	0.352385605	0.322901143	0.485425826	0.484517304	0.451066602	0.469117404	0.916300277	0.968869018	0.607881453	0.651763537	0.638332519	0.661533366	0.647940075	0.677430038	0.514899853	0.515813876	0.549259078	0.531213777	0.084025403	0.031462163	0.392444227	0.348567644
0.353751914	0.328835227	0.346860643	0.322443182	0.470137825	0.506392045	0.489280245	0.446022727	0.973200613	0.977272727	0.65007657	0.632102273	0.647779479	0.672585227	0.65467075	0.678977273	0.531393568	0.495028409	0.512251149	0.555397727	0.028330781	0.024147727	0.351454824	0.369318182
0.353686115	0.339021105	0.344640434	0.335428828	0.556987788	0.465424338	0.440524649	0.509878761	0.944369064	0.970812753	0.649253731	0.655365963	0.646766169	0.66142793	0.65581185	0.665020207	0.443464496	0.535024697	0.559927635	0.490570274	0.05608322	0.029636282	0.351198553	0.345083071
0.359252562	0.355642577	0.343881857	0.34745461	0.509342978	0.481666073	0.462025316	0.47241011	0.957203134	0.970452118	0.623267028	0.658597366	0.641350211	0.64506942	0.656720916	0.653257387	0.491259795	0.519045924	0.538577456	0.528301887	0.043399638	0.030259879	0.377335744	0.342114632
0.381278309	0.36285397	0.374031203	0.366370535	0.479818822	0.491763835	0.451031706	0.412270961	0.950880725	0.974088469	0.620734776	0.651767537	0.618922999	0.637331112	0.626170106	0.633814547	0.520382486	0.508421247	0.549169602	0.587914122	0.049320584	0.026096613	0.379466532	0.348417546
0.378071202	0.380810235	0.366037105	0.37803838	0.437238843	0.512153518	0.516964733	0.537526652	0.968410496	0.957995736	0.597359184	0.61641791	0.622263079	0.619616205	0.634297175	0.62238806	0.563095437	0.488272921	0.483369547	0.462899787	0.031923784	0.042430704	0.402975096	0.384008529
0.34868842	0.374934635	0.341330774	0.362210214	0.469769674	0.482307826	0.45809341	0.48875719	0.942578375	0.972633781	0.631637876	0.625588287	0.651631478	0.625413979	0.658989123	0.6381384	0.530550224	0.518040788	0.542226488	0.511591424	0.057741523	0.027714834	0.368682022	0.374760328
0.353817505	0.317735849	0.338919926	0.313962264	0.566108007	0.449056604	0.404096834	0.510943396	0.940409683	0.977735849	0.639664804	0.675849057	0.648044693	0.683018868	0.662942272	0.686792453	0.43575419	0.551698113	0.597765363	0.489811321	0.061452514	0.023018868	0.362197393	0.32490566
0.43793911	0.314136126	0.433255269	0.30104712	0.590163934	0.405759162	0.461358314	0.502617801	0.960187354	0.986910995	0.587822014	0.706806283	0.566744731	0.688481675	0.571428571	0.701570681	0.414519906	0.596858639	0.543325527	0.5	0.044496487	0.015706806	0.416861827	0.295811518
0.335322034	0.41394851	0.319322034	0.413554166	0.461152542	0.541377951	0.45979661	0.411920455	0.939118644	0.975381669	0.649084746	0.62655625	0.664949153	0.58616416	0.680949153	0.586558504	0.539118644	0.458734719	0.540474576	0.588192215	0.061152542	0.024731001	0.351186441	0.373556419
1	0.2	1	0.2	0.222222222	0.9	1.111111111	0.3	1.111111111	1.1	0.222222222	1	0.222222222	1	0.222222222	1	1	0.3	0.111111111	0.9	0.111111111	0.1	1	0.2
