0.601629503	0.550743889	0.398799314	0.44978746
0.513129689	0.569228045	0.487406217	0.431126062
0.70693021	0.603393086	0.293557833	0.397247119
0.707865169	0.610194175	0.293317564	0.390776699
0.38104189	0.445800177	0.619495166	0.554553492
0.662950428	0.630334977	0.33744774	0.370005101
0.484809722	0.605418455	0.515829869	0.395118026
0.524236984	0.505791506	0.476062238	0.494576209
0.783093358	0.515764426	0.217835578	0.484830458
0.369239522	0.320697089	0.631139769	0.679662235
0.601367855	0.551250207	0.398957824	0.449080974
0.449464012	0.573863636	0.552067381	0.427556818
0.54703754	0.608890885	0.453414744	0.39155815
0.54159132	0.512637949	0.459011453	0.488074048
0.627377957	0.59485471	0.372823352	0.405330372
0.390439579	0.452238806	0.609894702	0.548187633
0.53518874	0.542443786	0.465131158	0.457904828
0.720670391	0.669056604	0.281191806	0.331698113
0.882903981	0.658376963	0.121779859	0.344240838
0.773559322	0.649090192	0.226711864	0.351022478
1	0.2	0.222222222	1
