0.356346484	0.326514346	0.644082333	0.674017003
0.370578778	0.487429178	0.629957128	0.512924929
0.457296242	0.365236876	0.543191801	0.635403329
0.400946186	0.490291262	0.600236546	0.510679612
0.447368421	0.451105217	0.553168636	0.549248453
0.425044794	0.434790002	0.575353374	0.565550077
0.424368404	0.389484979	0.576271186	0.611051502
0.392280072	0.400073543	0.60801915	0.600294172
0.351137947	0.550267698	0.649790989	0.450327186
0.331120804	0.389148401	0.669258487	0.611210923
0.490148184	0.424408015	0.510177496	0.575923166
0.293261868	0.395596591	0.708269525	0.605823864
0.370872908	0.470139201	0.629579376	0.530309834
0.382760699	0.369170523	0.617842074	0.631541474
0.369099144	0.47177494	0.631102164	0.528410143
0.368377068	0.364605544	0.631957212	0.635820896
0.388835573	0.380163849	0.611484325	0.620184766
0.316573557	0.443018868	0.685288641	0.557735849
0.611241218	0.620418848	0.393442623	0.382198953
0.400542373	0.509436088	0.599728814	0.490676582
1.111111111	0.7	0.111111111	0.5
