0.404588336	0.175079702	0.59584048	0.825451647
0.470257235	0.238845609	0.530278671	0.761508499
0.347486579	0.125800256	0.653001464	0.874839949
0.354819633	0.22184466	0.646363099	0.779126214
0.259398496	0.046507515	0.741138561	0.953846154
0.405534541	0.293147424	0.594863627	0.707192654
0.401662936	0.182403433	0.598976655	0.818133047
0.403650509	0.097995955	0.596648713	0.90237176
0.460752438	0.267102915	0.540176498	0.733491969
0.355964347	0.067014014	0.644414944	0.933345311
0.399120664	0.178671966	0.601205015	0.821659215
0.348392037	0.082386364	0.653139357	0.919034091
0.402532791	0.225639874	0.597919493	0.77480916
0.389692586	0.162335351	0.610910187	0.838376646
0.433115249	0.199333703	0.567086059	0.800851379
0.338124687	0.107889126	0.662209594	0.892537313
0.448176583	0.139097089	0.552143314	0.861251525
0.311918063	0.221509434	0.689944134	0.779245283
0.503512881	0.291884817	0.50117096	0.710732984
0.351864407	0.247310011	0.64840678	0.752802659
0.111111111	0.1	1.111111111	1.1
